path,keyword,label,label_cmd
speech_commands/wow/8ff44869_nohash_3.wav,wow,0,3
speech_commands/seven/1a892463_nohash_1.wav,seven,0,4
speech_commands/yes/9a69672b_nohash_1.wav,yes,0,6
speech_commands/wow/c634a189_nohash_0.wav,wow,0,3
speech_commands/six/022cd682_nohash_0.wav,six,0,8
speech_commands/nine/24befdb3_nohash_3.wav,nine,0,0
speech_commands/six/8012c69d_nohash_1.wav,six,0,8
speech_commands/yes/099d52ad_nohash_1.wav,yes,0,6
speech_commands/seven/8ea22de7_nohash_0.wav,seven,0,4
speech_commands/happy/ca48dc76_nohash_0.wav,happy,0,7
speech_commands/happy/1c6e5447_nohash_0.wav,happy,0,7
speech_commands/house/aa109cfb_nohash_0.wav,house,0,9
speech_commands/cat/569455ff_nohash_0.wav,cat,0,1
speech_commands/six/106a6183_nohash_3.wav,six,0,8
speech_commands/wow/6e916de8_nohash_0.wav,wow,0,3
speech_commands/seven/8d5d076d_nohash_0.wav,seven,0,4
speech_commands/nine/5677ec77_nohash_0.wav,nine,0,0
speech_commands/off/f5e5e8b0_nohash_0.wav,off,0,5
speech_commands/cat/7d8babdb_nohash_0.wav,cat,0,1
speech_commands/seven/7211390b_nohash_4.wav,seven,0,4
speech_commands/nine/210f3aa9_nohash_0.wav,nine,0,0
speech_commands/cat/cb5d2c6e_nohash_0.wav,cat,0,1
speech_commands/wow/39c13eed_nohash_2.wav,wow,0,3
speech_commands/seven/5b09db89_nohash_4.wav,seven,0,4
speech_commands/seven/dabf67d9_nohash_0.wav,seven,0,4
speech_commands/yes/6094340e_nohash_1.wav,yes,0,6
speech_commands/wow/2d3c8dcb_nohash_0.wav,wow,0,3
speech_commands/seven/5de8f2f0_nohash_2.wav,seven,0,4
speech_commands/off/742d6431_nohash_1.wav,off,0,5
speech_commands/house/0f3f64d5_nohash_0.wav,house,0,9
speech_commands/off/763188c4_nohash_0.wav,off,0,5
speech_commands/yes/a13e0a74_nohash_0.wav,yes,0,6
speech_commands/nine/c0445658_nohash_2.wav,nine,0,0
speech_commands/seven/9712cce0_nohash_2.wav,seven,0,4
speech_commands/wow/7e556a2c_nohash_1.wav,wow,0,3
speech_commands/seven/a7545b9f_nohash_0.wav,seven,0,4
speech_commands/six/42beb5eb_nohash_0.wav,six,0,8
speech_commands/nine/6205088b_nohash_0.wav,nine,0,0
speech_commands/nine/529eda42_nohash_0.wav,nine,0,0
speech_commands/happy/50a7d406_nohash_0.wav,happy,0,7
speech_commands/nine/56eab10e_nohash_0.wav,nine,0,0
speech_commands/six/6c6aa323_nohash_0.wav,six,0,8
speech_commands/off/92a9c5e6_nohash_0.wav,off,0,5
speech_commands/yes/c1e0e8e3_nohash_0.wav,yes,0,6
speech_commands/yes/94de6a6a_nohash_2.wav,yes,0,6
speech_commands/nine/3c257192_nohash_1.wav,nine,0,0
speech_commands/yes/ab81c9c8_nohash_0.wav,yes,0,6
speech_commands/seven/471a0925_nohash_2.wav,seven,0,4
speech_commands/seven/2589f361_nohash_0.wav,seven,0,4
speech_commands/off/31267b59_nohash_0.wav,off,0,5
speech_commands/off/324210dd_nohash_0.wav,off,0,5
speech_commands/cat/00f0204f_nohash_2.wav,cat,0,1
speech_commands/cat/a8688b67_nohash_0.wav,cat,0,1
speech_commands/wow/99fad6a0_nohash_0.wav,wow,0,3
speech_commands/happy/76b58705_nohash_0.wav,happy,0,7
speech_commands/cat/8bf6acb9_nohash_0.wav,cat,0,1
speech_commands/yes/723efc4c_nohash_1.wav,yes,0,6
speech_commands/happy/6a861f21_nohash_0.wav,happy,0,7
speech_commands/nine/83c9e7e6_nohash_0.wav,nine,0,0
speech_commands/wow/71f6fed7_nohash_0.wav,wow,0,3
speech_commands/cat/030ec18b_nohash_1.wav,cat,0,1
speech_commands/yes/2dce72b3_nohash_1.wav,yes,0,6
speech_commands/six/6727b579_nohash_4.wav,six,0,8
speech_commands/six/f1d36c53_nohash_0.wav,six,0,8
speech_commands/yes/8281a2a8_nohash_0.wav,yes,0,6
speech_commands/six/333784b7_nohash_3.wav,six,0,8
speech_commands/seven/9b027ecf_nohash_2.wav,seven,0,4
speech_commands/nine/229978fd_nohash_0.wav,nine,0,0
speech_commands/six/a1cff772_nohash_3.wav,six,0,8
speech_commands/seven/f5733968_nohash_2.wav,seven,0,4
speech_commands/nine/aff582a1_nohash_3.wav,nine,0,0
speech_commands/off/042186b8_nohash_0.wav,off,0,5
speech_commands/six/e96a5020_nohash_2.wav,six,0,8
speech_commands/seven/a0a8d759_nohash_0.wav,seven,0,4
speech_commands/yes/f297e878_nohash_0.wav,yes,0,6
speech_commands/cat/173e6bbf_nohash_0.wav,cat,0,1
speech_commands/six/b843de62_nohash_0.wav,six,0,8
speech_commands/happy/afbec28d_nohash_1.wav,happy,0,7
speech_commands/nine/c93d5e22_nohash_2.wav,nine,0,0
speech_commands/nine/bf4af1af_nohash_0.wav,nine,0,0
speech_commands/happy/fac74f6a_nohash_0.wav,happy,0,7
speech_commands/nine/9a7c1f83_nohash_3.wav,nine,0,0
speech_commands/house/93f30cc4_nohash_0.wav,house,0,9
speech_commands/off/a1c63f25_nohash_0.wav,off,0,5
speech_commands/six/cd3331a6_nohash_2.wav,six,0,8
speech_commands/six/122c5aa7_nohash_1.wav,six,0,8
speech_commands/six/095847e4_nohash_0.wav,six,0,8
speech_commands/nine/f42e234b_nohash_2.wav,nine,0,0
speech_commands/cat/f92e49f3_nohash_0.wav,cat,0,1
speech_commands/happy/c2df23b2_nohash_0.wav,happy,0,7
speech_commands/happy/a518d1cf_nohash_0.wav,happy,0,7
speech_commands/six/e7d0eb3f_nohash_0.wav,six,0,8
speech_commands/yes/37dca74f_nohash_3.wav,yes,0,6
speech_commands/cat/e0611c84_nohash_0.wav,cat,0,1
speech_commands/six/6c429c7b_nohash_1.wav,six,0,8
speech_commands/seven/27b03931_nohash_0.wav,seven,0,4
speech_commands/cat/53fd1780_nohash_2.wav,cat,0,1
speech_commands/off/589bce2c_nohash_1.wav,off,0,5
speech_commands/off/2cec1d47_nohash_0.wav,off,0,5
speech_commands/seven/32a19ecf_nohash_0.wav,seven,0,4
speech_commands/nine/36746d7f_nohash_1.wav,nine,0,0
speech_commands/nine/3d6bee47_nohash_0.wav,nine,0,0
speech_commands/nine/3d3ddaf8_nohash_0.wav,nine,0,0
speech_commands/nine/dedc7fab_nohash_1.wav,nine,0,0
speech_commands/six/919d3c0e_nohash_0.wav,six,0,8
speech_commands/yes/cc6ee39b_nohash_0.wav,yes,0,6
speech_commands/yes/dea820ce_nohash_3.wav,yes,0,6
speech_commands/seven/fb7cfe0e_nohash_0.wav,seven,0,4
speech_commands/yes/c256377f_nohash_0.wav,yes,0,6
speech_commands/off/b7016c27_nohash_1.wav,off,0,5
speech_commands/happy/54412eae_nohash_2.wav,happy,0,7
speech_commands/six/6a27a9bf_nohash_0.wav,six,0,8
speech_commands/off/b433332a_nohash_0.wav,off,0,5
speech_commands/yes/cae62f38_nohash_1.wav,yes,0,6
speech_commands/wow/34263ab3_nohash_2.wav,wow,0,3
speech_commands/off/c08585c1_nohash_1.wav,off,0,5
speech_commands/yes/0ff728b5_nohash_1.wav,yes,0,6
speech_commands/wow/66041c69_nohash_0.wav,wow,0,3
speech_commands/cat/b7669804_nohash_0.wav,cat,0,1
speech_commands/cat/6cc28ce5_nohash_0.wav,cat,0,1
speech_commands/six/29fb33da_nohash_4.wav,six,0,8
speech_commands/off/f3cee168_nohash_0.wav,off,0,5
speech_commands/six/38c30a4a_nohash_1.wav,six,0,8
speech_commands/six/d312f481_nohash_1.wav,six,0,8
speech_commands/seven/8843b25f_nohash_0.wav,seven,0,4
speech_commands/seven/34e8c726_nohash_0.wav,seven,0,4
speech_commands/happy/3ae5c04f_nohash_0.wav,happy,0,7
speech_commands/six/f00180d0_nohash_0.wav,six,0,8
speech_commands/off/9a69672b_nohash_4.wav,off,0,5
speech_commands/happy/d069e6ff_nohash_2.wav,happy,0,7
speech_commands/yes/333784b7_nohash_0.wav,yes,0,6
speech_commands/wow/172dc2b0_nohash_0.wav,wow,0,3
speech_commands/house/a583c5b0_nohash_1.wav,house,0,9
speech_commands/seven/834f03fe_nohash_2.wav,seven,0,4
speech_commands/off/d430b3cc_nohash_0.wav,off,0,5
speech_commands/six/48463cbc_nohash_0.wav,six,0,8
speech_commands/off/4def68db_nohash_0.wav,off,0,5
speech_commands/seven/27b9a84f_nohash_0.wav,seven,0,4
speech_commands/seven/da584bc0_nohash_2.wav,seven,0,4
speech_commands/six/2e30f9a5_nohash_0.wav,six,0,8
speech_commands/cat/15c563d7_nohash_0.wav,cat,0,1
speech_commands/happy/e62056e2_nohash_0.wav,happy,0,7
speech_commands/nine/c1d39ce8_nohash_7.wav,nine,0,0
speech_commands/cat/5a3712c9_nohash_2.wav,cat,0,1
speech_commands/happy/637c702a_nohash_0.wav,happy,0,7
speech_commands/off/1b459024_nohash_0.wav,off,0,5
speech_commands/nine/9e42ae25_nohash_1.wav,nine,0,0
speech_commands/yes/1df483c0_nohash_1.wav,yes,0,6
speech_commands/yes/fbe51750_nohash_1.wav,yes,0,6
speech_commands/six/eb3f7d82_nohash_1.wav,six,0,8
speech_commands/wow/0c5027de_nohash_1.wav,wow,0,3
speech_commands/six/7be9f58a_nohash_2.wav,six,0,8
speech_commands/cat/11b1df78_nohash_0.wav,cat,0,1
speech_commands/wow/ac899eb7_nohash_2.wav,wow,0,3
speech_commands/wow/98447c43_nohash_0.wav,wow,0,3
speech_commands/off/234ab0fb_nohash_1.wav,off,0,5
speech_commands/six/1a073312_nohash_0.wav,six,0,8
speech_commands/off/2bdbe5f7_nohash_3.wav,off,0,5
speech_commands/wow/2da58b32_nohash_0.wav,wow,0,3
speech_commands/off/e82914c0_nohash_2.wav,off,0,5
speech_commands/house/b6091c84_nohash_0.wav,house,0,9
speech_commands/off/a6d586b7_nohash_4.wav,off,0,5
speech_commands/wow/afabfa0e_nohash_1.wav,wow,0,3
speech_commands/happy/023a61ad_nohash_0.wav,happy,0,7
speech_commands/happy/7014b07e_nohash_1.wav,happy,0,7
speech_commands/seven/dc6e9c04_nohash_1.wav,seven,0,4
speech_commands/wow/cd85758f_nohash_0.wav,wow,0,3
speech_commands/seven/37dca74f_nohash_4.wav,seven,0,4
speech_commands/cat/c103a2d5_nohash_2.wav,cat,0,1
speech_commands/yes/87c62767_nohash_0.wav,yes,0,6
speech_commands/wow/b49caed3_nohash_0.wav,wow,0,3
speech_commands/wow/0ea0e2f4_nohash_0.wav,wow,0,3
speech_commands/wow/f816db77_nohash_0.wav,wow,0,3
speech_commands/nine/ced835d3_nohash_4.wav,nine,0,0
speech_commands/cat/ce9410da_nohash_0.wav,cat,0,1
speech_commands/seven/ab3f0c1b_nohash_0.wav,seven,0,4
speech_commands/nine/cdbd6969_nohash_2.wav,nine,0,0
speech_commands/off/7d149b38_nohash_1.wav,off,0,5
speech_commands/cat/a9b574b3_nohash_1.wav,cat,0,1
speech_commands/six/c7aa72e6_nohash_0.wav,six,0,8
speech_commands/happy/cab100c9_nohash_0.wav,happy,0,7
speech_commands/off/7ff085e1_nohash_0.wav,off,0,5
speech_commands/house/8f3f252c_nohash_1.wav,house,0,9
speech_commands/happy/be7a5b2d_nohash_0.wav,happy,0,7
speech_commands/seven/ab5d7179_nohash_0.wav,seven,0,4
speech_commands/six/471a0925_nohash_1.wav,six,0,8
speech_commands/off/7b301939_nohash_4.wav,off,0,5
speech_commands/wow/3aa6f4e2_nohash_2.wav,wow,0,3
speech_commands/six/59c3a7f2_nohash_0.wav,six,0,8
speech_commands/house/3006c271_nohash_0.wav,house,0,9
speech_commands/off/9b027ecf_nohash_2.wav,off,0,5
speech_commands/six/439c84f4_nohash_3.wav,six,0,8
speech_commands/six/5fadb538_nohash_2.wav,six,0,8
speech_commands/yes/25132942_nohash_1.wav,yes,0,6
speech_commands/off/cb2929ce_nohash_5.wav,off,0,5
speech_commands/six/1d1fe0a0_nohash_0.wav,six,0,8
speech_commands/seven/3ec05c3d_nohash_0.wav,seven,0,4
speech_commands/house/9735764a_nohash_2.wav,house,0,9
speech_commands/wow/a8f45bdc_nohash_0.wav,wow,0,3
speech_commands/house/030ec18b_nohash_0.wav,house,0,9
speech_commands/house/0f250098_nohash_1.wav,house,0,9
speech_commands/yes/32561e9e_nohash_0.wav,yes,0,6
speech_commands/happy/7d5f87c8_nohash_0.wav,happy,0,7
speech_commands/seven/ab71c9a7_nohash_2.wav,seven,0,4
speech_commands/happy/cdbd6969_nohash_0.wav,happy,0,7
speech_commands/six/3efa7ec4_nohash_0.wav,six,0,8
speech_commands/yes/cb5d2c6e_nohash_0.wav,yes,0,6
speech_commands/seven/14872d06_nohash_1.wav,seven,0,4
speech_commands/six/ad6a46f1_nohash_0.wav,six,0,8
speech_commands/yes/708b8d51_nohash_1.wav,yes,0,6
speech_commands/seven/b4aa9fef_nohash_4.wav,seven,0,4
speech_commands/house/65c73b55_nohash_0.wav,house,0,9
speech_commands/nine/863880b7_nohash_0.wav,nine,0,0
speech_commands/wow/e9a76b2f_nohash_0.wav,wow,0,3
speech_commands/house/9e6bb505_nohash_1.wav,house,0,9
speech_commands/happy/f6581345_nohash_0.wav,happy,0,7
speech_commands/happy/0c40e715_nohash_0.wav,happy,0,7
speech_commands/nine/2197f41c_nohash_0.wav,nine,0,0
speech_commands/six/a1cff772_nohash_0.wav,six,0,8
speech_commands/happy/b17f5ba0_nohash_1.wav,happy,0,7
speech_commands/cat/df1d5024_nohash_0.wav,cat,0,1
speech_commands/cat/8c7c9168_nohash_0.wav,cat,0,1
speech_commands/house/61a0d340_nohash_0.wav,house,0,9
speech_commands/happy/338dacf5_nohash_2.wav,happy,0,7
speech_commands/off/32561e9e_nohash_3.wav,off,0,5
speech_commands/happy/6c9223bd_nohash_0.wav,happy,0,7
speech_commands/six/dea820ce_nohash_1.wav,six,0,8
speech_commands/happy/adebe223_nohash_0.wav,happy,0,7
speech_commands/cat/2f666bb2_nohash_0.wav,cat,0,1
speech_commands/six/2167c2ed_nohash_2.wav,six,0,8
speech_commands/happy/6f9088d7_nohash_2.wav,happy,0,7
speech_commands/yes/518588b6_nohash_0.wav,yes,0,6
speech_commands/nine/b01c8f61_nohash_0.wav,nine,0,0
speech_commands/off/a74f3917_nohash_0.wav,off,0,5
speech_commands/happy/50f55535_nohash_0.wav,happy,0,7
speech_commands/wow/35c8fa78_nohash_0.wav,wow,0,3
speech_commands/cat/88f3719f_nohash_0.wav,cat,0,1
speech_commands/wow/5eb5fc74_nohash_0.wav,wow,0,3
speech_commands/yes/c1d39ce8_nohash_1.wav,yes,0,6
speech_commands/happy/7e1054e7_nohash_2.wav,happy,0,7
speech_commands/wow/44f68a83_nohash_0.wav,wow,0,3
speech_commands/house/e63b69c5_nohash_0.wav,house,0,9
speech_commands/cat/96c66ab7_nohash_1.wav,cat,0,1
speech_commands/seven/9aa21fa9_nohash_2.wav,seven,0,4
speech_commands/wow/78030270_nohash_0.wav,wow,0,3
speech_commands/nine/0137b3f4_nohash_2.wav,nine,0,0
speech_commands/off/82c6d220_nohash_0.wav,off,0,5
speech_commands/happy/5db0e146_nohash_0.wav,happy,0,7
speech_commands/seven/0137b3f4_nohash_1.wav,seven,0,4
speech_commands/yes/7fc74fbe_nohash_0.wav,yes,0,6
speech_commands/six/a9abc695_nohash_0.wav,six,0,8
speech_commands/seven/c1e0e8e3_nohash_4.wav,seven,0,4
speech_commands/yes/96d5276f_nohash_1.wav,yes,0,6
speech_commands/cat/d9ae8983_nohash_0.wav,cat,0,1
speech_commands/seven/d9b8fab2_nohash_0.wav,seven,0,4
speech_commands/happy/650daf8e_nohash_1.wav,happy,0,7
speech_commands/nine/270bfa52_nohash_0.wav,nine,0,0
speech_commands/nine/92a9c5e6_nohash_3.wav,nine,0,0
speech_commands/wow/6940f7f3_nohash_0.wav,wow,0,3
speech_commands/nine/b49caed3_nohash_0.wav,nine,0,0
speech_commands/cat/b1114e4f_nohash_1.wav,cat,0,1
speech_commands/cat/80c17118_nohash_0.wav,cat,0,1
speech_commands/off/37e8db82_nohash_0.wav,off,0,5
speech_commands/six/25c14394_nohash_0.wav,six,0,8
speech_commands/off/888a0c49_nohash_3.wav,off,0,5
speech_commands/seven/cab100c9_nohash_0.wav,seven,0,4
speech_commands/happy/6f2c6f7e_nohash_1.wav,happy,0,7
speech_commands/yes/964e8cfd_nohash_2.wav,yes,0,6
speech_commands/wow/b5552931_nohash_0.wav,wow,0,3
speech_commands/wow/88f8a99c_nohash_0.wav,wow,0,3
speech_commands/nine/8d5d076d_nohash_0.wav,nine,0,0
speech_commands/house/d312f481_nohash_0.wav,house,0,9
speech_commands/nine/3d53244b_nohash_2.wav,nine,0,0
speech_commands/six/e6be0830_nohash_0.wav,six,0,8
speech_commands/six/92a9c5e6_nohash_3.wav,six,0,8
speech_commands/cat/c392e01d_nohash_0.wav,cat,0,1
speech_commands/seven/8a5acefd_nohash_0.wav,seven,0,4
speech_commands/off/c948d727_nohash_0.wav,off,0,5
speech_commands/happy/96ab6565_nohash_0.wav,happy,0,7
speech_commands/seven/62581901_nohash_1.wav,seven,0,4
speech_commands/yes/88a487ce_nohash_0.wav,yes,0,6
speech_commands/happy/b25b6065_nohash_0.wav,happy,0,7
speech_commands/yes/bab36420_nohash_4.wav,yes,0,6
speech_commands/yes/a8688b67_nohash_0.wav,yes,0,6
speech_commands/seven/d3badc9a_nohash_2.wav,seven,0,4
speech_commands/yes/b737ee80_nohash_0.wav,yes,0,6
speech_commands/yes/8494fba8_nohash_0.wav,yes,0,6
speech_commands/six/98582fee_nohash_0.wav,six,0,8
speech_commands/happy/bdb90d38_nohash_0.wav,happy,0,7
speech_commands/seven/093f65a1_nohash_0.wav,seven,0,4
speech_commands/cat/31d68957_nohash_1.wav,cat,0,1
speech_commands/wow/3777c08e_nohash_0.wav,wow,0,3
speech_commands/nine/d90b4138_nohash_4.wav,nine,0,0
speech_commands/seven/a0f93943_nohash_0.wav,seven,0,4
speech_commands/yes/b97c9f77_nohash_3.wav,yes,0,6
speech_commands/happy/91bed2e0_nohash_1.wav,happy,0,7
speech_commands/yes/627c0bec_nohash_0.wav,yes,0,6
speech_commands/happy/1df483c0_nohash_0.wav,happy,0,7
speech_commands/nine/b87bdb22_nohash_2.wav,nine,0,0
speech_commands/nine/2151b09a_nohash_3.wav,nine,0,0
speech_commands/cat/2c7c33e8_nohash_0.wav,cat,0,1
speech_commands/yes/11860c84_nohash_1.wav,yes,0,6
speech_commands/nine/96cd0255_nohash_0.wav,nine,0,0
speech_commands/cat/bcdaa7a9_nohash_2.wav,cat,0,1
speech_commands/happy/d1214f15_nohash_1.wav,happy,0,7
speech_commands/seven/31583d30_nohash_0.wav,seven,0,4
speech_commands/nine/caf1803e_nohash_0.wav,nine,0,0
speech_commands/off/96ab6565_nohash_2.wav,off,0,5
speech_commands/off/7fd25f7c_nohash_1.wav,off,0,5
speech_commands/six/24ad3ebe_nohash_0.wav,six,0,8
speech_commands/seven/9a69672b_nohash_3.wav,seven,0,4
speech_commands/yes/3402e488_nohash_4.wav,yes,0,6
speech_commands/nine/a6d586b7_nohash_0.wav,nine,0,0
speech_commands/happy/99b05bcf_nohash_1.wav,happy,0,7
speech_commands/nine/070b49af_nohash_0.wav,nine,0,0
speech_commands/nine/637c702a_nohash_0.wav,nine,0,0
speech_commands/nine/eb3f7d82_nohash_4.wav,nine,0,0
speech_commands/seven/ad63d93c_nohash_3.wav,seven,0,4
speech_commands/yes/b6ebe225_nohash_1.wav,yes,0,6
